Fid,LATITUDE,LONGITUDE,wdate,precipitation,temp_max,temp_min,wind,weather
198.255.26.59-10.42.0.211-80-58232-6,29.53856558,-98.39272339,14-04-13,5.8,12.8,4.4,2.3,rain
182.22.65.138-10.42.0.151-443-35530-6,33.08545108,-96.72985773,15-04-13,0,13.9,4.4,2.4,rain
172.217.10.8-10.42.0.42-443-42666-6,29.77504189,-95.53201438,16-04-13,0.3,13.9,3.3,2.6,rain
10.42.0.211-10.42.0.1-64117-53-17,33.02594908,-96.71222292,17-04-13,0,15,3.9,3.3,drizzle
10.42.0.211-104.88.81.138-51102-443-6,32.97499529,-96.653677,18-04-13,5.3,11.7,6.7,4,rain
10.42.0.42-104.244.43.163-59107-443-6,29.65302702,-95.60704044,19-04-13,20.6,13.3,9.4,4.9,rain
10.42.0.42-47.55.177.238-39280-123-17,32.96928922,-96.85538445,20-04-13,0,13.9,8.3,5.8,sun
10.42.0.151-112.80.248.187-40189-80-6,32.2752907,-95.33954844,21-04-13,3.3,12.2,6.7,4.1,rain
172.217.12.136-10.42.0.211-443-41190-6,32.59822463,-97.10145478,22-04-13,0,16.1,5,4.3,sun
172.217.3.110-10.42.0.151-443-52416-6,31.84852159,-106.5578429,23-04-13,0,17.8,3.9,2.8,sun
180.149.135.239-10.42.0.211-80-53259-6,29.72546442,-95.66102999,24-04-13,0,21.1,6.1,3,sun
216.58.219.206-10.42.0.42-443-37608-6,27.76168186,-97.41439182,25-04-13,0,21.7,6.7,1.1,sun
10.42.0.151-104.69.158.16-50875-443-6,30.00745941,-95.17110513,26-04-13,0,20.6,8.3,2.2,rain
172.217.11.10-10.42.0.151-443-52623-6,29.56710315,-95.25815746,27-04-13,0,13.9,10.6,5.9,sun
203.205.158.52-10.42.0.151-80-36149-6,30.00166098,-95.51594362,28-04-13,1,15,9.4,5.2,rain
10.42.0.211-64.71.142.95-58668-443-6,30.08841349,-97.83125791,29-04-13,3.8,13.9,6.7,4.2,rain
172.217.12.197-10.42.0.42-443-49469-6,29.83127908,-95.37569509,30-04-13,0,12.8,4.4,2.4,sun
172.217.10.138-10.42.0.211-443-44262-6,29.57451621,-95.40745658,01-05-13,0,18.3,3.3,3.1,sun
182.22.24.124-10.42.0.211-443-53955-6,29.60186491,-95.50416767,02-05-13,0,20.6,6.7,4,sun
184.86.36.20-10.42.0.151-443-33700-6,32.96362919,-96.7855773,03-05-13,0,21.7,9.4,4.9,sun
10.42.0.151-10.42.0.1-32693-53-17,33.22797644,-97.14356091,04-05-13,0,25,11.1,6.5,sun
10.42.0.151-10.42.0.1-3294-53-17,29.77886717,-95.53078843,05-05-13,0,28.9,11.7,5.3,sun
157.240.2.25-10.42.0.211-443-33395-6,30.49037957,-97.75897184,06-05-13,0,30.6,12.2,2,sun
172.217.12.170-10.42.0.151-443-55364-6,32.52473393,-94.36162394,07-05-13,0,20.6,11.1,3.3,sun
10.42.0.211-52.0.244.7-44682-443-6,33.5536285,-101.8953973,08-05-13,0,19.4,11.1,1.9,sun
10.42.0.151-104.196.63.49-41666-443-6,29.71924755,-95.36864871,09-05-13,0,22.8,10,1.3,sun
172.217.10.234-10.42.0.151-443-59999-6,32.63634157,-97.18086838,10-05-13,0,26.1,9.4,1,sun
202.77.129.150-10.42.0.211-80-52415-6,32.94351936,-97.28219339,11-05-13,0,27.2,12.2,2.6,sun
10.42.0.211-52.179.184.189-52171-443-6,32.74596899,-97.79814591,12-05-13,6.6,21.7,13.9,3.9,rain
10.42.0.151-106.11.93.16-51484-443-6,32.896701,-96.83898355,13-05-13,3.3,18.9,9.4,5,rain
172.217.11.10-10.42.0.211-443-47732-6,31.08779147,-97.36057356,14-05-13,0,18.3,7.8,2.4,sun
180.149.136.194-10.42.0.211-80-57346-6,29.74323275,-95.5373517,15-05-13,1,17.2,8.9,2.3,rain
172.217.2.110-10.42.0.151-443-47851-6,33.07908213,-96.80391753,16-05-13,0,21.7,12.2,2.7,rain
172.217.3.110-10.42.0.211-80-34952-6,32.95149052,-96.73813239,17-05-13,0.5,17.2,11.7,3.7,rain
172.217.10.142-10.42.0.211-443-51511-6,33.1085351,-96.79132127,18-05-13,0,16.7,11.1,2.9,sun
10.42.0.151-74.125.22.188-37263-5228-6,29.79751026,-95.53705221,19-05-13,0,18.3,10.6,2.3,sun
172.217.6.202-10.42.0.151-443-43871-6,29.68536214,-95.78063103,20-05-13,0,19.4,9.4,1.8,sun
180.149.135.239-10.42.0.211-80-58859-6,41.07490957,-112.0005069,21-05-13,13.7,15.6,8.3,4.8,rain
216.58.219.202-10.42.0.151-443-38673-6,40.75146442,-111.8459471,22-05-13,13.7,11.1,7.2,3,rain
182.22.24.124-10.42.0.211-443-33041-6,40.33036141,-111.7083924,23-05-13,4.1,12.2,6.7,1.9,rain
10.42.0.42-65.39.128.135-60002-80-6,41.49085422,-112.0366975,24-05-13,0.3,16.7,8.9,2.7,rain
8.43.72.57-10.42.0.151-443-50441-6,40.383552,-110.072541,25-05-13,0,17.8,10,2.7,sun
172.217.10.42-10.42.0.151-443-49737-6,39.13907053,-111.8204549,26-05-13,1.5,18.3,10.6,2.2,rain
172.217.6.234-10.42.0.42-443-45539-6,40.77381396,-111.8400118,27-05-13,9.7,16.7,11.1,3.1,rain
239.255.255.250-10.42.0.1-1900-42378-17,40.63935581,-111.9297235,28-05-13,0.5,17.2,11.7,2.8,rain
10.42.0.151-119.146.74.33-38810-443-6,40.11962263,-111.7104397,29-05-13,5.6,16.1,9.4,4,rain
172.217.12.129-10.42.0.151-443-45110-6,40.7523291,-111.8978004,30-05-13,0,16.7,9.4,5.3,sun
10.42.0.151-112.80.248.187-40193-80-6,41.09512182,-111.9741834,31-05-13,0,19.4,11.1,2.5,sun
172.217.3.106-10.42.0.42-443-52748-6,41.24219108,-111.9704453,01-06-13,0,22.8,12.2,2.5,sun
10.42.0.211-10.42.0.1-29658-53-17,40.5360632,-111.9764113,02-06-13,1,20.6,12.2,3.1,rain
10.42.0.211-115.239.210.141-39805-80-6,41.21051867,-111.9562081,03-06-13,0,22.2,11.1,2.9,sun
182.22.25.124-10.42.0.211-443-54076-6,41.66664255,-111.9484924,04-06-13,0,26.1,12.2,3.4,sun
10.42.0.1-10.42.0.42-53-62848-17,41.08360433,-111.9704026,05-06-13,0,26.7,14.4,3.1,sun
203.205.158.44-10.42.0.151-80-39958-6,44.46899581,-73.1728021,06-06-13,0,26.7,12.2,2.5,sun
10.42.0.211-10.42.0.1-11054-53-17,43.39757561,-72.68978087,07-06-13,0,21.7,13.3,3.2,sun
10.42.0.211-113.108.216.233-60382-80-6,43.78564006,-72.45370272,08-06-13,0,20.6,12.8,3.1,sun
10.42.0.211-106.11.94.1-43425-443-6,37.7096323,-77.80678625,09-06-13,0,20.6,11.1,3.7,sun
8.0.6.4-8.6.0.1-0-0-0,39.00308838,-77.35214611,10-06-13,0,21.7,11.7,3.2,sun
10.42.0.211-121.14.255.82-50050-80-6,37.349053,-78.816639,11-06-13,0,20,10,5.7,sun
10.42.0.211-23.23.107.83-35402-443-6,39.01786857,-77.45535498,12-06-13,0.3,20.6,11.7,4.2,rain
10.42.0.151-47.89.69.198-42525-80-6,37.47978606,-78.27880216,13-06-13,0,21.1,11.7,2.6,sun
10.42.0.211-10.42.0.1-8769-53-17,38.81018388,-77.2546043,14-06-13,0,20,12.2,3.7,sun
172.217.12.174-10.42.0.211-443-46295-6,37.02153211,-76.39550594,15-06-13,0,25.6,10,2.9,sun
172.217.11.3-10.42.0.151-443-53921-6,37.70207257,-78.31263812,16-06-13,0,23.9,12.8,3.4,sun
172.217.3.106-10.42.0.211-443-52635-6,38.77759679,-77.30123546,17-06-13,0,25.6,13.9,3,sun
203.130.53.126-10.42.0.42-80-46441-6,38.89932428,-77.26299117,18-06-13,0.3,23.3,13.3,3.4,rain
172.217.10.238-10.42.0.42-443-44438-6,37.26900512,-79.94660157,19-06-13,0,20,12.8,3.7,sun
172.217.12.202-10.42.0.151-443-33580-6,37.05347357,-76.42754072,20-06-13,3,17.2,12.8,5,rain
10.42.0.211-113.108.216.233-33389-80-6,36.86165508,-76.1334719,21-06-13,0.3,20.6,12.2,1.5,rain
10.42.0.151-52.40.87.241-43096-443-6,37.24425511,-80.3672281,22-06-13,0,25.6,11.7,1.7,sun
183.79.249.252-10.42.0.42-443-39953-6,37.35251399,-77.35698669,23-06-13,7.9,22.2,15,2.1,rain
157.240.2.25-10.42.0.42-443-59424-6,39.11660753,-77.5849154,24-06-13,4.8,21.1,13.9,3.7,rain
10.42.0.151-23.195.146.200-34276-443-6,36.68923967,-79.37133865,25-06-13,9.9,23.3,14.4,2.8,rain
10.42.0.211-10.42.0.1-65352-53-17,38.82199577,-77.06523007,26-06-13,2,22.2,15,2.3,rain
10.42.0.211-10.42.0.1-62361-53-17,38.1408602,-79.09450522,27-06-13,3.6,21.1,16.7,1.3,rain
172.217.6.195-10.42.0.42-443-54126-6,39.04379221,-77.39617117,28-06-13,0,30.6,16.1,2.2,sun
10.42.0.151-13.32.250.220-50465-443-6,38.90912072,-77.46997434,29-06-13,0,30,18.3,1.7,sun
10.42.0.211-87.240.165.80-43859-80-6,38.82494013,-77.4392927,30-06-13,0,33.9,17.2,2.5,sun
172.217.6.195-10.42.0.151-443-50768-6,37.47632343,-75.88156191,01-07-13,0,31.7,18.3,2.3,sun
10.42.0.211-112.80.248.187-33732-80-6,38.031302,-78.443768,02-07-13,0,28.3,15.6,3,sun
172.217.12.206-10.42.0.151-443-56894-6,36.85346027,-76.23948391,03-07-13,0,26.1,16.7,3.2,sun
172.217.10.110-10.42.0.151-443-42217-6,39.14559707,-77.54652369,04-07-13,0,21.7,13.9,2.2,rain
172.217.10.110-10.42.0.151-443-45567-6,36.78876767,-78.87776514,05-07-13,0,23.3,13.9,2.6,sun
140.205.62.20-10.42.0.211-80-35206-6,37.18782963,-77.35917349,06-07-13,0,26.1,13.3,2.2,sun
203.205.158.63-10.42.0.151-80-55148-6,38.78097134,-77.23071678,07-07-13,0,23.9,13.9,2.9,sun
10.42.0.211-119.146.74.33-35185-443-6,38.46618509,-78.87626553,08-07-13,0,26.7,13.3,2.8,sun
208.185.50.75-10.42.0.211-443-53101-6,38.72559856,-77.06687897,09-07-13,0,30,15,2.5,sun
192.229.173.173-10.42.0.42-80-37391-6,38.71168438,-77.79602552,10-07-13,0,22.2,13.9,2.6,sun
239.255.255.250-10.42.0.151-1900-60766-17,36.81542546,-76.32470065,11-07-13,0,22.8,12.2,3,sun
192.229.173.173-10.42.0.211-80-38564-6,36.86891873,-76.37845595,12-07-13,0,19.4,13.3,2.2,sun
172.217.6.227-10.42.0.211-443-55437-6,38.95360601,-77.4119587,13-07-13,0,26.1,11.1,3.1,sun
172.217.12.141-10.42.0.151-443-35941-6,37.58422071,-77.50059557,14-07-13,0,27.8,12.8,3,sun
10.42.0.211-47.89.69.237-50390-443-6,37.295473,-77.29066,15-07-13,0,27.8,14.4,4.6,sun
10.42.0.211-23.217.155.120-55448-80-6,36.87507134,-82.26815392,16-07-13,0,31.1,18.3,4.1,sun
10.42.0.42-52.84.29.134-41417-443-6,37.453275,-79.190888,17-07-13,0,22.2,15,3.7,sun
202.77.129.54-10.42.0.211-80-49358-6,37.42609086,-76.50428228,18-07-13,0,26.1,13.9,2,sun
10.42.0.211-87.240.165.91-55676-443-6,47.59963424,-122.7083302,19-07-13,0,27.8,13.3,1.9,sun
219.142.78.217-10.42.0.211-80-48861-6,40.44375816,-74.85375779,20-07-13,0,25,13.3,2,sun
182.22.24.124-10.42.0.42-443-45883-6,47.66569574,-122.3136796,21-07-13,0,23.9,12.8,2.3,sun
10.42.0.151-52.84.145.171-55522-443-6,47.46888247,-122.3433784,22-07-13,0,26.1,13.3,2.4,rain
10.42.0.211-10.42.0.1-45690-53-17,48.83393023,-122.5280518,23-07-13,0,31.1,13.9,3,sun
10.42.0.211-10.42.0.1-53536-53-17,47.61570105,-122.0363426,24-07-13,0,31.1,14.4,2.5,sun
203.205.179.170-10.42.0.151-80-54757-6,48.24193498,-122.4386911,25-07-13,0,31.1,12.8,2.3,sun
172.217.11.10-10.42.0.151-443-56191-6,47.64267062,-122.1966701,26-07-13,0,31.1,14.4,2.9,sun
183.3.235.80-10.42.0.211-80-46927-6,47.6418352,-117.4348997,27-07-13,0,25.6,12.8,2.6,sun
10.42.0.211-10.42.0.1-29338-53-17,47.55629343,-122.0168457,28-07-13,0,21.1,12.2,3.4,rain
10.42.0.211-10.42.0.1-51048-53-17,46.11102677,-122.861475,29-07-13,0,25,13.3,1.4,sun
162.208.22.39-10.42.0.151-443-34085-6,48.42733744,-122.3061565,30-07-13,0,25,13.3,2.8,sun
10.42.0.211-10.42.0.1-1379-53-17,47.31924073,-122.6111674,31-07-13,0,21.7,13.3,1.8,sun
219.142.78.162-10.42.0.151-80-54612-6,48.19136505,-122.1219813,01-08-13,0,20.6,13.3,3.9,sun
209.10.120.26-10.42.0.211-80-51150-6,47.66449707,-122.3522522,02-08-13,2,17.2,15,2,rain
172.217.10.136-10.42.0.42-443-58239-6,47.29575779,-122.3815925,03-08-13,0,25,15.6,2.4,rain
172.217.12.162-10.42.0.42-443-57923-6,47.43942153,-122.1978332,04-08-13,0,28.9,15,3.4,sun
172.217.10.141-10.42.0.151-443-58928-6,47.15561067,-122.5721158,05-08-13,0,30,15,2.1,sun
10.42.0.211-10.42.0.1-41402-53-17,47.23745205,-123.094411,06-08-13,0,30.6,13.9,1.4,sun
10.42.0.211-64.71.142.120-53882-443-6,47.42594408,-122.6304378,07-08-13,0,31.1,13.9,1.9,sun
172.217.10.10-10.42.0.42-443-42708-6,47.61757859,-122.1463203,08-08-13,0,28.3,14.4,2.5,sun
10.42.0.211-10.42.0.1-31666-53-17,47.75563941,-122.2127642,09-08-13,0,28.3,14.4,2.1,sun
10.42.0.211-123.125.29.220-40670-80-6,47.30117418,-122.2761137,10-08-13,2.3,25.6,15,2.9,rain
175.100.207.231-10.42.0.42-443-54985-6,47.6602881,-122.3642123,11-08-13,0,25,14.4,2.9,sun
10.42.0.211-52.52.43.76-44577-443-6,47.69422602,-122.3180848,12-08-13,0,25.6,16.1,1.9,sun
10.42.0.211-74.6.105.13-36224-443-6,47.03724618,-122.8086751,13-08-13,0,27.8,15,1.8,sun
172.217.12.206-10.42.0.151-443-34075-6,46.26746917,-119.2897475,14-08-13,0.8,27.2,15,2,rain
10.42.0.211-23.23.129.231-43097-443-6,46.67143206,-120.5370685,15-08-13,1.8,21.1,17.2,1,rain
10.42.0.151-63.250.200.63-32853-443-6,45.62729784,-122.5567531,16-08-13,0,28.9,16.1,2.2,rain
172.217.12.131-10.42.0.151-443-55427-6,47.88100073,-122.1871208,17-08-13,0,25.6,17.2,3,sun
10.42.0.42-111.202.114.77-53158-443-6,47.78038073,-122.182729,18-08-13,0,26.1,15.6,3.1,sun
172.217.3.98-10.42.0.42-443-51947-6,45.63232087,-122.5663885,19-08-13,0,26.7,15.6,3,sun
216.58.219.226-10.42.0.211-443-47075-6,48.7666984,-122.4573551,20-08-13,0,25.6,16.1,4.6,sun
10.42.0.211-10.42.0.1-23193-53-17,47.97985,-122.405623,21-08-13,0,27.8,15,4.3,sun
172.217.10.10-10.42.0.42-443-46171-6,38.34335272,-81.67692971,22-08-13,0,28.9,15,1.9,sun
10.42.0.211-10.42.0.1-33669-53-17,38.36815343,-81.63964316,23-08-13,0,25,16.1,4.1,sun
172.217.9.234-10.42.0.211-443-60379-6,38.43791693,-81.78404026,24-08-13,0,25,16.7,2.7,sun
172.217.10.74-10.42.0.42-443-43216-6,38.42140968,-81.83994609,25-08-13,0.3,22.2,16.1,2.6,rain
172.217.12.206-10.42.0.151-443-48701-6,38.68341913,-80.76181109,26-08-13,1,24.4,16.1,1.9,rain
10.42.0.1-10.42.0.42-53-16672-17,38.41991769,-82.43600864,27-08-13,1.3,26.7,17.2,1.4,rain
222.73.28.96-10.42.0.42-80-43467-6,44.99183584,-92.37554922,28-08-13,5.6,26.7,15.6,1.3,rain
10.42.0.211-10.42.0.1-23166-53-17,32.47208981,-86.54187728,29-08-13,19.3,23.9,18.3,3,rain
10.42.0.211-10.42.0.1-57946-53-17,32.46905046,-86.45787273,30-08-13,0,26.1,16.1,2.9,sun
172.217.12.131-10.42.0.211-80-55423-6,30.68241839,-88.18757032,31-08-13,0,27.8,13.9,2.6,sun
10.42.0.211-123.125.46.161-49628-80-6,30.66861743,-88.20927157,01-09-13,0,27.8,15.6,2.5,sun
172.217.11.46-10.42.0.151-443-52913-6,30.75178195,-88.11190582,02-09-13,0,27.8,17.2,2.1,sun
172.217.10.33-10.42.0.42-443-43726-6,30.7989333,-88.10501979,03-09-13,2.3,25,16.7,1.7,rain
10.42.0.211-10.42.0.1-17978-53-17,32.46160446,-86.47063837,04-09-13,0.3,22.8,16.1,2.4,rain
172.217.10.46-10.42.0.151-443-38002-6,30.65894492,-88.17975957,05-09-13,27.7,20,15.6,2.5,rain
10.42.0.211-63.250.200.101-39522-443-6,30.67474368,-88.09026701,06-09-13,21.3,21.7,16.1,2.6,rain
172.217.6.206-10.42.0.151-443-45231-6,30.509022,-87.900916,07-09-13,0,23.3,17.2,2,sun
172.217.10.65-10.42.0.211-443-46234-6,30.68941743,-88.0717313,08-09-13,0,26.7,14.4,1.5,rain
172.217.3.99-10.42.0.151-443-56332-6,30.64397271,-88.17980341,09-09-13,0,26.1,13.9,2.1,sun
239.255.255.250-10.42.0.1-1900-53779-17,30.65123258,-88.20850075,10-09-13,0,26.7,15,3.7,sun
172.217.10.138-10.42.0.42-443-33955-6,30.64844016,-88.23173547,11-09-13,0,33.9,16.1,2.4,sun
172.217.10.106-10.42.0.211-443-48854-6,30.69662608,-88.05325771,12-09-13,0,25.6,15,1.7,sun
205.185.216.42-10.42.0.151-80-52973-6,30.80136936,-88.102136,13-09-13,0,18.9,15.6,2,sun
172.217.6.206-10.42.0.211-80-50287-6,30.74202024,-88.07741947,14-09-13,0,21.7,15.6,1.4,rain
10.42.0.211-54.88.144.196-38839-443-6,30.69071242,-88.07145646,15-09-13,3.3,18.9,14.4,2.2,rain
10.42.0.151-10.42.0.1-50344-53-17,30.67845733,-88.113899,16-09-13,0.3,21.7,15,4.3,rain
10.42.0.151-106.39.162.36-53606-80-6,40.67342586,-73.73172302,17-09-13,0,17.8,13.9,2.3,sun
209.85.144.188-10.42.0.151-5228-33899-6,42.6291521,-76.30699585,18-09-13,0,21.1,13.3,2.5,sun
10.42.0.211-115.239.210.141-55141-80-6,35.06358418,-81.09131657,19-09-13,0,25.6,10,1.5,sun
202.77.129.185-10.42.0.42-80-41417-6,35.17899508,-86.09168489,20-09-13,3.6,23.3,13.3,3,rain
10.42.0.211-123.125.29.220-52319-80-6,26.8947375,-99.26571753,21-09-13,0,21.1,13.3,2.5,sun
10.42.0.211-106.11.94.21-33838-443-6,29.78796783,-95.82076532,22-09-13,13.5,17.2,13.3,5.5,rain
10.42.0.211-47.93.77.222-38814-443-6,37.17612498,-113.3070841,23-09-13,2.8,16.1,11.1,4.5,rain
173.194.204.188-10.42.0.211-5228-45709-6,47.12239973,-122.4387389,24-09-13,0,17.8,10,2.6,sun
174.35.73.135-10.42.0.211-80-45584-6,43.17994019,-88.75144535,25-09-13,2,16.1,9.4,3,rain
10.42.0.1-10.42.0.42-53-30353-17,43.03848608,-87.94898739,26-09-13,0,17.2,7.2,2.2,sun
10.42.0.211-23.206.125.17-38337-80-6,43.00368736,-89.74254861,27-09-13,1,13.9,10.6,4.3,rain
172.217.10.78-10.42.0.151-443-42696-6,44.91126793,-91.38160159,28-09-13,43.4,16.7,11.7,6,rain
10.42.0.211-10.42.0.1-49627-53-17,43.59827275,-90.88823272,29-09-13,16.8,14.4,11.1,7.1,rain
172.217.10.232-10.42.0.211-443-38021-6,43.04856977,-89.47561452,30-09-13,18.5,13.9,10,6.3,rain
10.42.0.151-10.42.0.1-10323-53-17,43.16245589,-88.03718128,01-10-13,7.9,14.4,8.9,4.7,rain
10.42.0.211-115.236.16.203-37391-443-6,43.55607943,-90.88424472,02-10-13,5.3,12.8,9.4,2.4,rain
10.42.0.1-10.42.0.42-53-55680-17,44.80437518,-91.47233693,03-10-13,0.8,14.4,8.9,0.9,rain
10.42.0.151-10.42.0.1-33190-53-17,43.74804188,-87.98403739,04-10-13,0,17.8,5.6,1.1,sun
10.42.0.211-104.193.88.109-54964-80-6,42.98888972,-87.934476,05-10-13,0,20,8.3,1.6,sun
221.228.208.97-10.42.0.211-80-56259-6,44.61717521,-88.75971064,06-10-13,4.1,22.8,7.8,2.6,rain
10.42.0.151-104.192.110.245-32844-443-6,42.96266142,-89.12303044,07-10-13,0.5,16.1,11.7,6.3,rain
10.42.0.211-123.125.29.138-55149-443-6,30.64118876,-88.1464277,08-10-13,6.9,13.9,7.8,3,rain
157.55.130.167-10.42.0.151-40019-60677-6,30.58627332,-88.19614611,09-10-13,0,15,5.6,1.6,sun
174.35.73.136-10.42.0.211-443-53188-6,37.98826006,-122.3313021,10-10-13,1,14.4,8.3,1.7,rain
10.42.0.151-10.42.0.1-43455-53-17,37.97801718,-122.0151329,11-10-13,9.1,13.9,10.6,1,rain
182.22.67.88-10.42.0.151-443-57229-6,38.02293542,-121.9821134,12-10-13,1,14.4,8.9,2.2,rain
202.77.129.150-10.42.0.151-443-40086-6,37.93346627,-122.0336012,13-10-13,0,15,6.7,1.8,rain
10.42.0.42-125.39.133.40-32988-80-6,39.75450541,-121.805005,14-10-13,0,15.6,3.9,1.6,sun
10.42.0.42-115.239.210.141-57179-80-6,38.03959379,-120.5336547,15-10-13,0,15.6,5,0.9,sun
10.42.0.1-10.42.0.42-53-46620-17,37.92208339,-122.0785973,16-10-13,0,12.8,8.9,2.7,rain
10.42.0.211-113.108.216.233-51488-80-6,37.88879311,-122.1363387,17-10-13,0,14.4,8.9,1.7,rain
174.35.73.78-10.42.0.211-80-34868-6,38.73634188,-120.8140031,18-10-13,0,12.8,7.2,1.2,sun
10.42.0.42-52.85.101.228-50837-443-6,37.94458087,-122.3161269,19-10-13,0,10.6,7.8,1.4,sun
10.42.0.1-10.42.0.42-53-20161-17,37.93317927,-121.7105145,20-10-13,0,10.6,7.8,2.4,sun
172.217.10.98-10.42.0.151-443-51104-6,37.9625788,-122.3034507,21-10-13,0,11.7,8.3,2.5,sun
10.42.0.211-104.244.42.129-41635-443-6,37.98039267,-122.296325,22-10-13,0,14.4,7.2,1.9,sun
10.42.0.211-10.42.0.1-54736-53-17,38.63693737,-121.0704521,23-10-13,0,12.8,6.1,0.4,sun
10.42.0.151-47.89.68.241-40966-443-6,37.95680348,-121.7514328,24-10-13,0,10,6.1,0.6,sun
137.116.195.37-10.42.0.42-443-43454-6,37.96802786,-121.7806575,25-10-13,0,12.2,7.8,1.8,sun
172.217.10.14-10.42.0.211-443-54998-6,38.6577524,-121.0182104,26-10-13,0,11.7,8.3,2.7,sun
172.217.6.206-10.42.0.211-443-51915-6,38.00815851,-121.8115045,27-10-13,1.8,13.9,8.3,4.4,rain
172.217.7.195-10.42.0.151-443-42927-6,37.97566819,-122.3344228,28-10-13,0,14.4,7.2,5.1,sun
10.42.0.42-85.93.5.109-46177-80-6,37.93210266,-122.3108518,29-10-13,0,13.3,3.3,2.2,sun
10.42.0.151-23.217.155.120-34022-80-6,40.58835694,-124.1476159,30-10-13,0.5,15,5.6,3.9,rain
10.42.0.211-104.254.66.16-55809-80-6,39.74746912,-122.1680112,31-10-13,0.3,14.4,10.6,2.2,rain
10.42.0.151-10.42.0.1-12122-53-17,37.92260642,-122.0282122,01-11-13,1.3,17.8,11.7,1.4,rain
10.42.0.211-54.192.37.226-37393-443-6,39.72573549,-121.842583,02-11-13,12.7,14.4,8.3,7.9,rain
10.42.0.42-121.12.98.62-36307-80-6,37.88391857,-122.1836496,03-11-13,0.5,12.2,4.4,2.4,rain
10.42.0.42-119.146.74.49-39515-443-6,39.79402594,-121.893802,04-11-13,0,10.6,3.9,1.6,drizzle
172.217.10.10-10.42.0.151-443-36046-6,37.95300306,-122.341107,05-11-13,2.5,13.3,7.2,3.1,rain
172.217.11.10-10.42.0.211-443-40910-6,37.95141982,-122.0360829,06-11-13,3.8,12.8,7.8,1.7,rain
203.205.144.184-10.42.0.151-80-40790-6,37.97698952,-122.3096517,07-11-13,30,11.1,10,7.2,rain
10.42.0.211-66.198.24.253-53197-443-6,37.99829383,-122.3231719,08-11-13,0,13.3,7.2,4.1,sun
172.217.10.142-10.42.0.42-443-59032-6,38.02874653,-122.2631157,09-11-13,1.8,11.1,5,1.4,rain
172.217.12.131-10.42.0.151-443-32960-6,37.95827318,-121.9730229,10-11-13,0,11.1,8.3,4.4,sun
172.217.12.202-10.42.0.211-443-57590-6,38.673292,-120.673875,11-11-13,0,16.1,6.1,2.6,rain
205.204.101.182-10.42.0.211-443-41734-6,37.97462405,-121.9846918,12-11-13,4.1,15.6,8.9,2.2,rain
157.56.52.40-10.42.0.151-40031-43477-17,37.77961375,-121.9976878,13-11-13,0,13.9,10.6,3.8,sun
180.163.251.231-10.42.0.42-80-52077-6,37.935527,-121.698402,14-11-13,1.3,11.1,6.1,1.1,rain
172.217.8.3-10.42.0.151-443-59173-6,37.5000814,-122.4667771,15-11-13,3,10.6,7.2,6,rain
10.42.0.211-10.42.0.1-49480-53-17,37.95272911,-121.9977824,16-11-13,0,10,5,4.6,sun
174.35.73.98-10.42.0.42-80-59509-6,33.60874478,-112.1594285,17-11-13,5.3,11.7,7.2,5.4,rain
10.42.0.151-23.208.87.120-44267-80-6,32.22519846,-110.9910568,18-11-13,26.2,12.8,9.4,3.9,rain
209.85.232.188-10.42.0.211-5228-53200-6,33.37692894,-112.2327418,19-11-13,1,13.3,4.4,5.1,rain
174.35.73.97-10.42.0.211-80-54351-6,32.3523316,-110.9715951,20-11-13,0,7.8,1.7,4.3,sun
10.42.0.151-115.239.210.141-59873-80-6,33.46710997,-112.3601081,21-11-13,0,7.8,-0.5,3.6,sun
203.205.158.44-10.42.0.151-80-39840-6,33.65258584,-112.3724754,22-11-13,0,9.4,0,4.6,sun
10.42.0.211-65.55.118.92-47256-80-6,33.46191126,-111.9139996,23-11-13,0,11.1,1.1,2.6,sun
10.42.0.211-106.39.169.66-40671-80-6,35.25478704,-111.5563127,24-11-13,0,11.7,0.6,0.9,rain
172.217.11.42-10.42.0.151-443-53487-6,33.36610286,-111.6206609,25-11-13,0,12.2,2.2,0.5,sun
10.42.0.42-118.123.114.134-54183-80-6,35.00522193,-110.7024512,26-11-13,0,12.2,2.8,1,sun
180.149.136.247-10.42.0.42-80-42376-6,32.25163,-110.862341,27-11-13,0,14.4,5.6,1.3,sun
10.42.0.211-10.42.0.1-7887-53-17,33.6173581,-111.9790688,28-11-13,0,11.7,3.3,0.7,sun
216.58.217.99-10.42.0.42-443-60671-6,33.30286164,-111.7579103,29-11-13,0.5,9.4,5,2.1,rain
183.79.249.252-10.42.0.151-443-47264-6,32.25881482,-110.8073516,30-11-13,2.3,11.1,7.2,3.9,rain
202.77.129.150-10.42.0.211-80-34468-6,32.25808,-110.953541,01-12-13,3,13.3,7.8,8.8,rain
202.77.129.185-10.42.0.42-80-53096-6,33.53908001,-112.0884353,02-12-13,4.6,7.8,1.7,3.5,rain
10.42.0.211-10.42.0.1-12716-53-17,33.53776107,-112.0637963,03-12-13,0,5,-0.5,5.6,sun
180.149.138.210-10.42.0.211-80-38024-6,34.10517626,-118.2793389,04-12-13,0,4.4,-2.1,1.6,sun
10.42.0.211-10.42.0.1-54088-53-17,34.02458236,-118.3974209,05-12-13,0,1.1,-4.9,2.6,sun
10.42.0.211-112.80.248.187-35150-80-6,34.17358518,-118.1171744,06-12-13,0,1.1,-4.3,4.7,sun
